Date,Nitrogen_Dioxide,Ozone,PM10_Particulate,PM2-5_Particulate
101201512,75.3,19.9,35.9,20.6
101201513,74.5,20.8,35.4,20.1
101201514,73.9,21.2,35.1,19.6
101201515,77.5,18.9,35,20
101201516,80.6,16.2,34.1,20.6
101201517,83.8,14.7,32.9,21.9
101201518,82.8,15.2,33,22.9
101201519,77.5,16.6,33.1,23.1
101201520,69.6,18.7,33.2,23.7
101201521,65.3,19.2,32.4,23.7
101201522,63.9,19.3,31.8,23.1
101201523,58.9,21.1,29.4,21.9
102201500,48.5,31.5,27.7,21
102201501,41.3,33.8,25.2,20.1
102201502,37.3,34.8,23.7,18.5
102201503,36.2,34.3,22.4,17.6
102201504,38.6,32.1,22.6,18.1
102201505,46.8,27.9,24,18.4
102201506,62.9,22.5,26,19.7
102201507,77.3,19.2,28.8,20.8
102201508,79.5,19.4,31.2,21.3
102201509,77.6,22.1,35.2,22.2
102201510,73.6,26,37.3,22.6
102201511,69.4,28.7,38.7,22.5
102201512,67.2,31.3,38,21.5
102201513,66.3,32.5,36.8,21.1
102201514,67.7,31,36.3,21.5
102201515,72,29.1,36.5,21.7
102201516,77.1,26.2,35.5,21.4
102201517,80.9,22.6,35.2,22.2
102201518,81.6,21.3,35.4,23.2
102201519,77.9,21.8,36.2,23.9
102201520,69.2,24.6,34.8,23.6
102201521,63.2,26.5,33.2,23.6
102201522,60.3,27.8,31.5,23.1
102201523,54.1,29.5,29.6,21.6
103201500,56.2,36.1,33.3,24.9
103201501,47.8,37.5,31.9,24.4
103201502,43.6,37.4,30.8,24.5
103201503,43.1,35.3,30.2,24.3
103201504,45.3,33.2,30.3,24.9
103201505,53.3,29.6,32.2,26.6
103201506,68.6,26.1,35.1,28.2
103201507,77,26.5,37.8,28
103201508,74.7,30.6,41,28.1
103201509,73,34.4,43.5,28.2
103201510,69.7,37.7,43.3,26.5
103201511,68.7,39.6,41.5,25.7
103201512,68.8,41,40.2,23.8
103201513,68.8,41.4,39.4,23.3
103201514,69.7,42,38.2,22.3
103201515,71.4,42.2,36.6,21.4
103201516,74.8,40,35.4,21.7
103201517,78.3,36.4,35.3,22.4
103201518,80.4,33.2,35.1,23.4
103201519,77.3,31.7,35.4,24.1
103201520,72.1,30.1,35.9,25.5
103201521,66.9,31,35.4,25.9
103201522,64.3,32.9,35.6,25.7
103201523,59.4,34.5,34.8,25.7
104201500,41.8,46.1,26,16.6
104201501,36.7,47.9,24.8,16.1
104201502,34.7,47.7,24,15.1
104201503,36.6,44.4,24.2,15.4
104201504,46.1,37.2,25.7,16.7
104201505,63.7,28.5,29.9,19.5
104201506,72.1,28.2,32.8,20.5
104201507,68.2,35.1,35.2,20.6
104201508,64,42.3,35.9,19.6
104201509,61,47.1,34.3,18.9
104201510,59.7,51.1,33.4,18.6
104201511,59,53,32.7,17.5
104201512,58,54.7,31.2,16.5
104201513,57.5,56.7,30.2,15.9
104201514,58.9,56.8,28.8,15.3
104201515,59.5,56.4,28.9,15.2
104201516,60.9,55,28.3,15.8
104201517,64.2,52.5,28.5,17
104201518,63.8,48.2,28.5,16.9
104201519,61.5,44,28,16.7
104201520,58.5,42.1,28,17.1
104201521,57.9,41.9,28.3,17.6
104201522,54.1,42.1,28.3,17.7
104201523,48.5,42.8,27.4,17.1
105201500,45.4,41.2,22.5,14.9
105201501,40.1,41.9,21.1,14.8
105201502,37.3,39.8,20.1,13.9
105201503,39,38,20.3,13.5
105201504,48.2,31.3,21.9,14.5
105201505,62.6,26.9,25.8,15.9
105201506,69.5,28.1,28.6,16.8
105201507,66.9,32.1,28.8,15.9
105201508,63.9,37.1,27.4,15
105201509,61.3,41.3,25.9,13.8
105201510,59.5,44.7,25.7,13.1
105201511,58.9,47,24.8,12.9
105201512,59.3,48.2,25.2,13.1
105201513,59.5,49.5,25.5,13.2
105201514,60.9,50,25.3,12.9
105201515,61.1,50.3,24.6,12.9
105201516,61.4,50,24.6,13.5
105201517,61.6,50.8,23.6,12.9
105201518,61.2,48.6,24.3,14.1
105201519,60.2,43.9,24,15.2
105201520,60.7,40.6,23.7,15.3
105201521,59.6,39.8,23.8,15.7
105201522,58.3,38.6,23.6,15.6
105201523,53.2,38.2,23.2,15.3
106201500,36.1,32.9,19.8,12.5
106201501,31.7,34,18.9,12
106201502,28.6,33.7,18,11.6
106201503,30.7,31.3,17.8,11.7
106201504,37.9,27.2,19.1,12.6
106201505,49.5,24,22.4,13.4
106201506,57.2,23.2,24.1,13.7
106201507,57.2,24.9,26.5,14.2
106201508,56.7,27,27.9,14.5
106201509,55.1,29.6,27,14.4
106201510,54.6,31.4,27.4,14.3
106201511,54.5,33.4,27.9,14.3
106201512,55.3,34.7,27.4,14.3
106201513,56.5,35.8,27.9,14.3
106201514,57.8,37.2,27.9,14
106201515,56.8,38.8,26.5,13.5
106201516,56.7,39.4,24.7,13
106201517,56,39.3,23.9,12.8
106201518,53.8,37.9,22.9,13.3
106201519,50.8,35.8,22.5,13.1
106201520,49.4,32.1,22.3,13.1
106201521,49.8,29.2,22.1,13.7
106201522,47.4,28.3,21.8,13.7
106201523,42,30.2,21,13.1
107201500,42.1,31.5,24.4,15.9
107201501,37.8,30.8,23.2,15.3
107201502,34.4,29,22.7,15
107201503,35.3,26.8,22.8,14.6
107201504,43.4,21.1,24.1,15.2
107201505,56,17.4,28,17.1
107201506,63.6,18.5,30.6,17.9
107201507,64.9,21.7,32.3,17.4
107201508,66.9,24.9,33.6,16.8
107201509,64.2,29.5,32.2,15.8
107201510,60.3,34,32.1,15.1
107201511,59.6,38.5,30,14.9
107201512,60,43.9,29.3,14.8
107201513,59.7,47.6,30.6,15.2
107201514,61.3,49.5,29.5,15
107201515,60.3,51.4,29.3,15.1
107201516,61,50.7,28.5,15.4
107201517,61.4,49.4,28.2,15.4
107201518,57,47.5,26.8,15.3
107201519,55.6,41.5,26.5,15.7
107201520,54.4,36.7,26.4,16.4
107201521,54.6,32.4,26.8,16.9
107201522,53.1,30.5,27,17.1
107201523,49,29.8,26.2,16.7
108201500,42.4,22.6,22.3,13
108201501,37.8,23.6,21.2,12.4
108201502,33.4,23.5,21.1,12.4
108201503,32.8,22.8,21.2,12.7
108201504,38.9,18.7,22.5,13.7
108201505,51.7,13.9,26.7,15.7
108201506,58.5,13.9,29,16.1
108201507,57.7,16.8,29.4,15.2
108201508,56.8,20.9,28.3,14.3
108201509,55,25.9,27,13.5
108201510,53.7,30.6,27.1,13.2
108201511,54.1,35,26.1,12.5
108201512,54.2,38.3,25.4,12.1
108201513,55.4,41.2,24.7,11.7
108201514,57.6,42.2,25.1,11.8
108201515,59.4,42.8,25.1,12.4
108201516,60.5,43.5,25.7,13.1
108201517,60.9,42.3,26.1,12.9
108201518,59,38.5,25.7,13.2
108201519,57.7,32.3,25.4,14
108201520,57.1,25.9,25.1,14.8
108201521,57.5,23.2,25.3,14.3
108201522,54.1,21.9,24.8,13.8
108201523,49.1,21.6,24.1,13.7
109201500,44.5,15.2,26.8,16.8
109201501,40.1,17.2,25.2,16.4
109201502,35.8,16.6,24.8,15.8
109201503,36.7,14.6,24.6,15.5
109201504,42.9,11.5,25.1,16.2
109201505,56.2,7.9,28.9,18.1
109201506,67.1,6.4,32.6,19
109201507,68.2,8.2,34.9,19.5
109201508,66.9,11.2,35.5,19.2
109201509,64,15.2,34,18.3
109201510,61.5,19.5,32.7,17
109201511,61.2,22,31.6,15.9
109201512,60,24.7,29.4,14.5
109201513,62,27.2,29,14.1
109201514,64.1,26.7,29.2,14.8
109201515,66.3,26.6,28.8,15.4
109201516,69.2,24.3,28.5,16
109201517,73,20,29.3,16.7
109201518,73.2,16,30.1,17.7
109201519,69.3,13.7,30.5,18.7
109201520,65.8,11.4,30.7,19.4
109201521,62.1,10.7,30.5,19.2
109201522,57,11.5,29.8,18.9
109201523,51.3,12.5,29.2,18.4
110201500,36.6,23.9,22.7,12.1
110201501,32.3,26.3,21,11.2
110201502,28.5,26.4,20.5,11.2
110201503,29,26.2,20,10.6
110201504,35,23.7,20.4,10.9
110201505,48.5,18.6,23.5,12.7
110201506,61.1,15.2,27.1,13.7
110201507,65.3,14.5,28.3,14.3
110201508,65.6,16,29.4,14.3
110201509,62,18.9,28.7,13.8
110201510,58.5,21.3,28.1,12.9
110201511,56.8,23.6,26.8,11.9
110201512,56.2,24.4,26.4,11.5
110201513,55.9,24.7,26,11.2
110201514,57.4,24.8,25.3,11.2
110201515,59.6,24.3,25.2,11.6
110201516,63.7,21.9,25.7,12.3
110201517,68.2,18.1,27.4,14
110201518,66.9,17.5,28.3,14.1
110201519,61.6,18,28.1,14.6
110201520,54.4,20,27.5,14.1
110201521,51.4,20.5,26.9,13.9
110201522,47.3,21,25.2,13.1
110201523,41.7,22.5,23.9,11.9
111201500,51.7,14.6,24.8,15.2
111201501,44.5,18.5,22.4,13.5
111201502,38.1,20.6,20.2,12.5
111201503,35.5,21.3,19.2,11.9
111201504,36.8,20.3,18.2,11.3
111201505,43.5,17,18.8,11.2
111201506,57.6,13.3,22.1,12.1
111201507,70.6,10.1,25.5,13.4
111201508,73.6,9.9,27.8,14.2
111201509,72.2,11.6,29.8,14.3
111201510,69.9,14,30.4,14.3
111201511,67.4,16.2,29.2,14
111201512,65.3,18.2,28.4,13
111201513,64.4,19.2,28,12.7
111201514,66,18.3,27.8,12.8
111201515,71.4,15,28.5,13
111201516,78.2,11.4,29.6,14.2
111201517,80.2,9.6,30.5,15.8
111201518,78.8,9.4,32.1,17.9
111201519,74.6,9.9,32.8,19.2
111201520,69.6,10,33,20.3
111201521,65.4,10.2,32.3,20.3
111201522,62,11.1,30.8,18.9
111201523,58,12.3,28.5,17.3
112201500,47,27.6,24.4,14.8
112201501,41.3,30.5,21.8,13.7
112201502,34.2,31.9,19.9,12.2
112201503,32.4,33.2,19,11.5
112201504,32.9,33.1,18.4,11.1
112201505,39.8,29.8,19.6,11.1
112201506,52.4,25.5,21.9,12.2
112201507,62.5,22.4,24.8,13.3
112201508,66.6,21.6,26.5,13.8
112201509,66.9,22.4,28.4,14.1
112201510,64.8,24.8,28.3,14.4
112201511,62.4,26.2,28.7,14.3
112201512,62.1,27,29.2,13.6
112201513,62.7,26.7,29,13.5
112201514,65.1,25.7,28.9,14.1
112201515,69.6,22.3,29.4,15.4
112201516,74.1,19.3,29.9,16.6
112201517,75.3,18.3,30.3,17.5
112201518,74.6,19,29.8,17.6
112201519,72,20.1,30.2,17.2
112201520,65.7,21.3,29.5,17.3
112201521,59.6,23.1,28.2,17.4
112201522,55.6,24.9,27.6,16.5
112201523,49.7,27.4,25.5,15.2
101201600,43.8,31.7,19.7,12.1
101201601,38.8,34.7,17.7,10.4
101201602,31.7,35.4,16.9,9.6
101201603,30.6,35,17.3,9.6
101201604,32.1,33.8,17.4,9.2
101201605,40.4,28.9,18.7,10
101201606,56.1,22.7,20.7,11.1
101201607,68.9,19.7,21.7,11.5
101201608,73.7,18.4,22.7,11.6
101201609,72.2,20.1,23.8,11.2
101201610,66.8,23.5,23.6,11.4
101201611,62.7,25.7,24.7,11.4
101201612,60.1,27.3,25.4,10.8
101201613,59.1,27.7,25.2,10.2
101201614,60.9,26.9,25.3,10.5
101201615,65.8,24.5,24.8,11
101201616,70.2,22.3,25,12.1
101201617,73.8,20.3,24.8,13
101201618,71.1,20.8,24.5,13.7
101201619,64.8,23.3,24.5,13.6
101201620,57.7,25.4,24.3,14.4
101201621,53.1,26.6,23,14
101201622,51.3,26.7,22.2,13.3
101201623,46.4,28.2,20.8,12.6
102201600,36.2,40.2,17.4,7.9
102201601,29.5,43.1,15.6,7.3
102201602,22.6,45.2,14.2,6.7
102201603,21.9,45.4,13.7,5.9
102201604,25.8,41.6,13.8,6.1
102201605,34.6,35.2,15.2,6.5
102201606,52.7,27.3,18.4,7.9
102201607,64.9,24.1,20.2,8.6
102201608,64.2,26,20.5,8.4
102201609,59.8,29.1,22.2,9.1
102201610,55,33,21.8,8.7
102201611,51.9,35.7,21.9,8.7
102201612,50.9,36.4,22.3,8.5
102201613,50.5,36.9,21.2,8.1
102201614,52.4,36.4,20.4,8.1
102201615,56.8,34.3,20.9,8.4
102201616,59.1,31.8,21.7,9.1
102201617,64.7,27.3,22.7,10.1
102201618,64.2,27.2,22.7,10.2
102201619,59.3,29.6,22,10
102201620,52.5,31.7,21.6,10.2
102201621,47.8,33.2,21.1,10.1
102201622,45.5,34.5,20.8,9.8
102201623,40.1,36.6,19.6,9
103201600,60.9,20.6,32.9,24.1
103201601,54,22,31.2,23.5
103201602,45.7,22.5,29.9,22.8
103201603,43.8,22.4,29.3,22.4
103201604,45,21.5,29.6,22.7
103201605,52.7,19,30.7,23.1
103201606,69,14.7,34.7,24.7
103201607,78.9,13.4,37.9,25.7
103201608,75.9,16.4,40,25.7
103201609,71.8,21.9,42.2,25.5
103201610,68,26.9,41.3,24.6
103201611,64.4,30.5,39,23.2
103201612,62.4,34.6,36.9,21.1
103201613,62.2,36.8,34.7,19.4
103201614,61.7,37.9,33.2,18.7
103201615,65.3,36.9,32.8,18.8
103201616,69.8,33.1,34,19.6
103201617,77.2,26.9,35.7,21.8
103201618,86,20.4,38.7,25.6
103201619,86,18,39.9,27.7
103201620,78.6,17.5,39.5,29.2
103201621,73.5,17.7,38.6,28.7
103201622,70.7,17.6,37.5,27.5
103201623,66.2,18.1,35.6,25.7
104201600,48.1,26.4,30.2,21.9
104201601,44,27.3,29.6,21.8
104201602,39.8,26.7,28.7,21.3
104201603,41.6,24.7,28.5,20.9
104201604,49.2,21,30.3,22.3
104201605,63.6,17,33.7,24
104201606,71.1,16.9,35.7,24.6
104201607,69.7,20.7,36.4,23.8
104201608,68,25.6,36.7,22.9
104201609,65.6,29.2,35.6,21.6
104201610,62.8,33.1,34.3,19.7
104201611,62.6,35.9,33.4,19
104201612,61.8,37.7,32,17.7
104201613,60.9,39.8,30.4,17.2
104201614,61.1,40.9,29.7,16.8
104201615,61.5,40.9,28.9,16.7
104201616,61.7,39.9,27.5,16
104201617,63.8,37.1,26.8,15.5
104201618,64.2,34.4,27.1,16.5
104201619,63.2,29.8,28.4,18.1
104201620,62.1,27.3,29,19.6
104201621,63,25,29.9,20.5
104201622,59.8,23.6,30.4,21.4
104201623,54.4,24.1,30.3,21.4
105201600,44.3,35.1,23.8,17.2
105201601,41.7,33.6,23.1,16.5
105201602,37.4,32.5,21.9,15.9
105201603,39,29.6,21.7,15.6
105201604,46.4,24.5,23.2,16.5
105201605,59.3,21,25.4,17
105201606,66.6,23.3,25.4,15.9
105201607,65.3,27.5,24.9,14.3
105201608,64.3,31.6,24.6,13
105201609,62.8,35.8,24,12
105201610,60.4,38.5,23.5,11.4
105201611,59.1,41.7,23,10.5
105201612,59.2,44.1,23,10.7
105201613,60.1,45.2,23.7,11
105201614,61.5,45.4,22.5,11
105201615,61.5,44.8,22,11.3
105201616,62.6,43.4,22.4,11.4
105201617,63.5,43.4,22,11.5
105201618,62.6,42,21.9,11.9
105201619,59.8,38.8,21.9,12.3
105201620,59.9,34.7,22.6,13.7
105201621,58.8,33.1,23.3,14.3
105201622,57.1,31.3,23.9,15.4
105201623,51.8,31,24.5,16.7
106201600,44,28.9,19.2,11.2
106201601,40.5,28.3,18.5,11.3
106201602,37.3,26.8,19,11.2
106201603,39.5,22.4,19,11.5
106201604,46.4,17.9,20.6,12.3
106201605,57.8,16.6,23.4,14.1
106201606,64.6,18.8,24.6,14.4
106201607,62.9,22.4,24.5,13.1
106201608,62.7,27,24.3,11.9
106201609,60.6,30.6,24.1,11.1
106201610,59.1,32.8,23.4,10.9
106201611,58.4,35.7,22.9,10.5
106201612,58.8,38.3,22.7,10.5
106201613,59,40.2,23.1,11.2
106201614,60.2,41.7,22.6,10.8
106201615,60.8,42.5,23,10.7
106201616,60.5,42.6,22.3,10.7
106201617,59.6,42.7,21.8,10.9
106201618,57.4,41.6,22,11
106201619,52.8,39.6,21.2,11.3
106201620,52.5,35.9,21.1,11.8
106201621,53.5,31.9,21,11.7
106201622,52.4,28.4,20.9,12
106201623,48.8,27.1,19.9,11.7
107201600,35.6,28.6,19.3,12.1
107201601,33.2,28,18.9,11.7
107201602,29.6,28,18.2,11.6
107201603,29.9,26.5,17.9,11.5
107201604,37.3,21,19.4,12.4
107201605,48.5,17.2,22.2,14
107201606,55.4,17.4,23.8,14.2
107201607,55.3,19.9,23.9,13.5
107201608,55,22.8,24.8,13.1
107201609,54.8,26.8,24.2,12.6
107201610,55.3,29.8,24.4,13
107201611,56.6,33.6,24.8,13
107201612,57.4,36.9,25.5,13.1
107201613,58.7,39.4,25.5,13.5
107201614,59.6,40.6,25.7,13.8
107201615,60.3,41.3,25.3,14
107201616,60.2,40.9,24.6,13.7
107201617,59.6,40.2,23.7,13.5
107201618,56.7,39.1,24.4,13.1
107201619,53.5,35.3,24.1,12.9
107201620,49.4,32.4,23.2,13
107201621,48.1,29.6,22.2,13.1
107201622,45.8,28.6,21.5,12.9
107201623,42.1,27.8,20.7,12.3
108201600,33.8,31,16.2,8.9
108201601,31.5,30.2,14.8,8.1
108201602,28.4,29.6,14.3,8.2
108201603,29.5,27.1,14.8,8.5
108201604,36.4,21.9,15.9,9.1
108201605,47.8,17.7,19.3,10.7
108201606,53.5,18.1,21.3,10.9
108201607,51.4,21.3,21.2,11.2
108201608,49.1,25.2,21,9.7
108201609,47.1,28.8,19.1,9
