Date,Nitrogen_Dioxide,Ozone,PM10_Particulate,PM2-5_Particulate
101201000,42.3,32.6,23,15.5
101201001,33.8,35.3,21.2,13.5
101201002,28.8,43.2,19.6,12.7
101201003,27.3,42.4,18.3,11.9
101201004,29.4,40.1,18.1,12
101201005,38.3,33.8,18.7,12.2
101201006,53.7,26.7,21.5,14.5
101201007,66.2,22.4,23.4,15
101201008,69.5,21.5,25.3,14.9
101201009,67.1,23.7,26.6,14.8
101201010,62.3,28,26.7,14.6
101201011,60.5,29.6,28.1,14.8
101201012,59.3,30,28,14.6
101201013,59.7,30.6,27.7,13.8
101201014,60.8,30.6,26.3,14.2
101201015,66.1,27.8,27.2,14.3
101201016,72.6,23.7,28,15.5
101201017,75,22.1,29.3,16.9
101201018,74.8,22.2,30.2,17.9
101201019,69.4,23.6,30,17.2
101201020,62.3,25.8,28.5,16.7
101201021,55.9,28.3,26.1,15.5
101201022,51.4,30.5,24.4,15
101201023,45.8,33.8,23.1,14.2
102201000,68.2,20.3,34.6,27.4
102201001,60.7,21.1,32.2,27.6
102201002,54,24,30.5,26.1
102201003,50.9,24.5,29.4,25.1
102201004,51.9,23.4,28.8,24.2
102201005,60.7,19.6,29.8,25.2
102201006,77.4,15,33.6,28.6
102201007,92.3,12.1,37.8,30.7
102201008,95.6,12.6,42.2,31.7
102201009,90.9,15.8,45.7,32
102201010,84.4,20,49.2,31.4
102201011,79.1,23.6,49.6,29.9
102201012,74.8,25.8,47.6,30
102201013,72.4,27.4,46.3,28.9
102201014,72.5,26.7,44.6,28.1
102201015,76.8,24.8,44.7,27.9
102201016,82.5,21.7,43.1,28.1
102201017,89.7,17.2,42,29.2
102201018,90.6,16.8,41,30.3
102201019,88.3,16.7,41.1,31.3
102201020,83,18.2,40.6,29.8
102201021,78.2,19,38.6,29.2
102201022,75.1,20.3,38,29.8
102201023,72.2,21,36.7,28.1
103201000,47.5,37.5,17.5,11
103201001,39.5,42.9,16.1,10
103201002,32.9,48.4,14.4,9.2
103201003,30.2,49.2,13.9,9.2
103201004,33,46.9,14,9.7
103201005,42,41,15.5,10.8
103201006,58.2,33,18.6,12.4
103201007,67,30.9,22.6,14.1
103201008,64.6,34.4,24.8,13.7
103201009,61.6,38.8,26.4,13.4
103201010,58.9,42.5,26.1,12
103201011,56.9,44.5,26.3,12.1
103201012,56.4,45.8,25.6,12
103201013,56.6,46.8,24.8,12.3
103201014,58.1,46.9,24.3,12
103201015,59.4,46.3,24.3,13.5
103201016,61.8,43.9,23.7,13.8
103201017,66.9,39.9,24,13.1
103201018,71.4,34.9,22.7,13.6
103201019,69.6,33.4,22.9,13.6
103201020,65.7,33.3,23.2,14.1
103201021,62.1,33.2,23,13.6
103201022,60,33.2,22.4,14.1
103201023,54.1,35.1,20.6,12.1
104201000,49.7,36.2,24.6,18.7
104201001,44.4,38.3,23.4,18.9
104201002,40.8,38.3,23.3,18.5
104201003,43.6,32.8,24.4,20.5
104201004,54.1,26,26.1,22
104201005,72.5,19,31,27
104201006,81,19.8,35,28.4
104201007,76.6,26.1,37.3,27.1
104201008,70.9,31.7,37.8,25.3
104201009,66.4,37.9,36.1,23.3
104201010,63.1,43,33.9,21.1
104201011,62.2,45.7,31.9,20
104201012,61.7,48,30.5,19.4
104201013,60.9,48.5,30.4,18.5
104201014,60.8,49.7,29.8,18.8
104201015,60.7,50,28.1,17.9
104201016,63.9,48.6,26.2,17.6
104201017,66.3,46.3,26.8,18.1
104201018,67.4,42.4,26.7,18.1
104201019,67.3,37.8,25.7,18.5
104201020,66.3,35.7,25.4,18.2
104201021,64.3,35.2,25.4,18.2
104201022,61.1,35.5,25.1,18.4
104201023,56.2,36.6,25.1,18.4
105201000,51.5,44.4,32.3,28.9
105201001,47.5,43.3,31.5,28.9
105201002,43.2,40.3,30,27.6
105201003,45.1,35.3,29.9,27.1
105201004,53.5,28.2,31.2,28.3
105201005,66.5,23,34.5,31
105201006,73.7,23.7,39,33.2
105201007,73.6,27.5,41.5,33.3
105201008,72.4,33.2,41.4,31.3
105201009,69,39.5,39.5,28.4
105201010,65.5,47.2,37.2,23.9
105201011,63.3,54.5,35.4,21.5
105201012,62.5,60.7,33.3,21.3
105201013,62.9,63.7,34.5,21.6
105201014,64,64.9,34,22.6
105201015,66,66.3,32.6,23.7
105201016,67.3,66,32.2,25.1
105201017,68.9,61.4,32.8,25.8
105201018,70.1,57.1,33.2,26.9
105201019,69.1,51.2,34.4,28.2
105201020,67.7,46,35.5,29.5
105201021,65.2,45,35.6,30.5
105201022,62.8,44.4,34.9,30.9
105201023,58.6,43.7,34.5,30.5
106201000,41,31.9,22.4,17.5
106201001,35.8,32.5,20.9,17.4
106201002,33,33.3,19.9,16.7
106201003,33.9,30.8,19.5,16
106201004,41,26.1,20.2,16
106201005,51.8,24.1,22.5,16.5
106201006,56.6,27.2,24.1,16.8
106201007,55.7,30.9,25.1,16.2
106201008,54.1,34.4,24.7,16.1
106201009,51.9,39.5,23.7,15
106201010,50.7,43.6,24,14.6
106201011,51.2,47,24.4,14.5
106201012,51.4,49.5,24.8,15.4
106201013,52.6,51.2,25.3,15.6
106201014,54.2,52.4,25.8,16.4
106201015,54.6,53.5,25.8,16.4
106201016,54.1,53.7,24.5,16
106201017,53.9,52.5,23.6,15.5
106201018,52.9,49.6,23.3,15.3
106201019,50.1,46.8,23.1,15.4
106201020,49.1,42.1,22,14.8
106201021,50.9,36.8,22.6,15.7
106201022,51.4,33.9,22.8,17.2
106201023,47.9,32.8,21.8,17
107201000,36.8,28.1,19.6,13.5
107201001,31.5,29.4,18.6,12.5
107201002,30.3,30.1,18,12.8
107201003,32.3,26,18,13.1
107201004,39.6,21.4,19.8,14.6
107201005,50.9,18,23,17.4
107201006,57.9,18.4,25.7,18.1
107201007,57.5,21.6,27.4,17.5
107201008,55.5,26.4,26.9,14.9
107201009,52.8,32.2,26.2,13.5
107201010,51,37.7,25,13.8
107201011,50.8,41.6,25.5,13.4
107201012,51.3,44.3,25.2,13.3
107201013,51.4,46.6,25.7,13.7
107201014,51.7,48.7,24.5,14.5
107201015,51.6,50.2,24.2,13.7
107201016,52.9,49.8,23.6,13.5
107201017,53.9,48.7,22.9,13.3
107201018,52.5,46.7,21.8,13.1
107201019,51.2,43.6,21.5,13.2
107201020,51.8,37.6,21.9,14.1
107201021,52.4,32.7,22.6,15.2
107201022,50,30.4,22.1,14.9
107201023,45.2,29.5,21.3,14.3
108201000,30.6,26.6,18.8,10.8
108201001,25.7,27.9,17.6,10.1
108201002,23,29.8,16.8,10.1
108201003,23.9,27.4,16.5,9.5
108201004,30.2,22.9,17.2,10.3
108201005,42,18.5,19.6,12.4
108201006,49.1,18.4,22.2,12.9
108201007,48.4,20.9,23.6,12.9
108201008,46,24.9,23.4,12.5
108201009,44,29.1,22.1,12.1
108201010,43.9,32,22.3,11
108201011,43.8,33.7,22.4,11
108201012,44.2,35.5,21.9,11.1
108201013,44.2,36.6,22,11
108201014,44.3,38.9,21.2,10.7
108201015,44.5,41,21.2,11.3
108201016,46.3,41.7,21.3,11.5
108201017,47.1,39.8,21.6,11.9
108201018,48.3,36.1,21.7,12.4
108201019,47.7,31.5,21.2,12.5
108201020,46.4,27.8,20.6,12.1
108201021,44.8,26.5,21.3,12.2
108201022,41.1,25.8,20.1,11.8
108201023,36.5,27.3,19.7,10.9
109201000,42.1,19.1,24.5,17.9
109201001,37.5,20.4,23.3,17.2
109201002,33.7,21.2,22.7,16.6
109201003,34.7,19.4,22.4,16.9
109201004,41.5,15.1,23.8,17.6
109201005,54.4,10.9,27.2,20.3
109201006,65.2,10,32,22.4
109201007,67.4,11.5,36.8,23.7
109201008,66,14.8,37.1,23.6
109201009,60.5,19.6,32.7,22
109201010,57.1,24.6,33,19.1
109201011,55,28.6,31.2,17.5
109201012,53.2,31.8,30.5,16.8
109201013,53.5,33.9,29.8,15.3
109201014,54.6,34.8,28,14.8
109201015,55.4,35.6,26.8,15.3
109201016,57.9,34.2,26.2,15.1
109201017,61.2,30,26.8,15.2
109201018,63.4,25,27.3,15.9
109201019,61.3,21.6,28.1,17.1
109201020,59.3,19.5,28,17.8
109201021,58.4,18.4,27.1,17.9
109201022,54.9,18,26.5,17.8
109201023,49.9,18.8,25.6,17.6
110201000,42.1,19.4,19.3,12.2
110201001,36.6,20.7,17.4,10.3
110201002,33.6,22.6,16.5,9.7
110201003,33.7,21.6,15.1,9.4
110201004,40.2,17.7,15.4,10.4
110201005,53.8,13.3,18.9,12.7
110201006,68.4,10.2,23.1,14.3
110201007,72.5,10.4,27.6,15.4
110201008,69.1,14,28.7,15.5
110201009,63.4,18.4,27.3,14.5
110201010,58.5,22.3,27.1,13.1
110201011,55,25.9,26.2,12
110201012,53.6,28.1,24.4,11.5
110201013,54,28.1,25,11.2
110201014,55.6,27.9,23.8,11.3
110201015,58.7,27.1,23.5,11.7
110201016,64.7,22.9,22.6,12.5
110201017,72.1,17.8,24.5,13.7
110201018,74.3,14.4,25.2,15
110201019,69.7,14.1,25.6,15.9
110201020,64,15.3,25.2,15.5
110201021,59.3,16.7,24.2,15
110201022,56,17.4,23.5,13.9
110201023,50.8,18.1,21.8,13.4
111201000,48.6,18.1,20.1,14.9
111201001,42,20.1,17.9,13.8
111201002,36.4,22.8,16.5,12.3
111201003,33.5,23.5,16.2,12.1
111201004,33.4,24.4,14.8,11.5
111201005,40.4,21.3,15.2,11.7
111201006,55.1,17.1,18,13.3
111201007,67.2,14.6,20.8,14
111201008,69.1,14.6,23.5,15.2
111201009,68.2,16.8,24.8,14.2
111201010,65.6,19.1,24.5,13.3
111201011,62.3,21.2,24.6,13.6
111201012,61.5,22.6,25.2,14.6
111201013,61.9,22.7,24.9,14.5
111201014,64.8,21.6,25.5,14.6
111201015,70.2,18.3,25.2,15.2
111201016,73.2,15.1,24.1,15.7
111201017,74.2,14.4,23.7,16.4
111201018,73.3,14.9,24,17
111201019,68.1,15.7,24.5,17.2
111201020,60.7,17.1,23.9,18.1
111201021,56.2,18,23.1,18
111201022,53.6,18.6,22.4,16.5
111201023,51.1,19,21,15.4
112201000,52.9,15.5,24.2,20
112201001,47.6,17.8,21.5,18.3
112201002,41.5,19.7,20.3,16.9
112201003,38.4,21.3,19.1,15.9
112201004,40.2,20.4,18.8,16.1
112201005,47.6,17.2,19.6,16.6
112201006,61.8,13.7,21.6,18.5
112201007,73.6,11.5,24.3,19.5
112201008,78,11.2,26.7,21
112201009,77.9,11.9,29.5,21.5
112201010,74.5,13.7,31.1,21.5
112201011,70.6,16.2,31.9,21.4
112201012,68.6,17.4,33.1,21.8
112201013,69,17,32.2,20.8
112201014,71.7,16,32,20.8
112201015,75.7,13.5,31.2,21
112201016,80.6,11.2,31.4,22.5
112201017,80.9,10.7,31.3,23.3
112201018,78.8,11,30.9,22.7
112201019,75.1,11,30.4,22.5
112201020,70.3,11.1,30.3,22.7
112201021,66.1,11.8,29,22.7
112201022,62.7,13.1,27.3,22.3
112201023,58.3,13.9,27.4,22.2
101201100,58,20.2,28.3,23.1
101201101,51.3,24.5,26.9,22.3
101201102,45.5,24.8,26.1,21.6
101201103,43.9,24.3,24.7,20.4
101201104,45.6,23,23.9,20.7
101201105,53,20.3,24.2,21.3
101201106,67.1,16.1,26.6,22.8
101201107,77.7,14.3,27.9,24.1
101201108,81.2,13.7,29.5,24.3
101201109,80.6,14.7,31.5,24.9
101201110,76.5,17.6,32.5,24.4
101201111,73.1,20.1,35.1,24.2
101201112,71.1,22.3,36.9,23.3
101201113,69.3,23.9,38.1,21.9
101201114,70.5,23.4,36.9,21.7
101201115,77,19.1,35.9,22.7
101201116,82.9,15.3,34.8,23.3
101201117,84.9,13.7,34.7,24.1
101201118,83.5,13.6,33.7,24.6
101201119,79.4,14.3,33.9,24.9
101201120,73.4,15.3,32.8,24.6
101201121,69.2,17.8,31.7,24.4
101201122,66.8,18.7,30.7,23.8
101201123,63.1,19.6,29.1,22.8
102201100,62,12.6,25.2,19.3
102201101,54.8,15,23.4,18.7
102201102,48.4,17.7,21.7,17.9
102201103,45.3,19.3,20.7,17.3
102201104,46.5,18.2,20.8,17.4
102201105,55.4,14.5,21.3,17.8
102201106,71.3,10.8,24.5,20.3
102201107,84.5,8.2,27,22.6
102201108,86.8,8.9,29.9,22.9
102201109,82.8,12.1,30.9,22.8
102201110,77.2,16.3,34.1,21.6
102201111,72.8,20.6,34.9,20
102201112,71,23.2,34.8,18.3
102201113,70.1,24.6,33.8,17.5
102201114,70.3,24.8,31.1,16.3
102201115,74,22.4,30.7,15.5
102201116,79.5,18.6,28.8,15.5
102201117,85.6,13.9,28.1,16.9
102201118,90.1,10.8,29.3,18.7
102201119,89.6,9.3,30,20.2
102201120,83.6,9.6,29.4,20.2
102201121,78.9,9.9,27.9,20.3
102201122,75.2,10.1,27.6,20
102201123,70.5,10.4,26.6,19.9
103201100,60.3,29,27.4,19.5
103201101,53.3,30.1,25.5,18.8
103201102,47.5,31.5,24.3,19.3
103201103,44.6,32,23.3,18.3
103201104,46.4,31.1,23.7,18.9
103201105,56.6,26.1,25.8,20.7
103201106,73.6,20.3,28.7,22.7
103201107,83.7,18.4,32.9,23.6
103201108,79.1,22.5,35.6,23.9
103201109,72.8,28.5,37.8,23.8
103201110,66.8,34.9,37.2,22.5
103201111,62.1,39.6,34.7,19.7
103201112,58.8,42.7,32.9,18
103201113,57.9,45.4,31.8,17.3
103201114,58.4,46.1,31.5,17.1
103201115,61.9,44.4,29.8,17.1
103201116,66.5,41.4,28.8,17.4
103201117,72.1,37.5,28.8,17.6
103201118,79.4,30.8,30.5,18.5
103201119,79.5,28.8,30.6,19.1
103201120,75.5,28.5,30.4,19.8
103201121,71.9,28.3,29.7,20.2
103201122,69.2,28.7,29.1,19.8
103201123,65.9,29,28.5,19.6
104201100,49.9,32.4,30.2,24.7
104201101,44.9,33.7,28.5,23.5
104201102,41.5,34.5,26.8,23.6
104201103,43.4,31.5,27.4,24.3
104201104,51.8,25.5,28.6,25.3
104201105,67.2,18.6,32.6,28.9
104201106,77.4,17.8,37.1,30.7
104201107,75.6,22.3,38.8,29.6
104201108,71.7,28.7,37.3,28.7
104201109,66.1,34,35.2,26.9
104201110,62.7,40,34.5,25.8
104201111,61.8,43,33.5,25.4
104201112,62.9,46.8,33.7,25.4
104201113,62.7,49.9,33.7,24.5
104201114,63.8,51.1,33.5,24
104201115,64.7,53,32.1,24.3
104201116,66.1,53.2,31.4,23.5
104201117,68.3,49.4,31,24.6
104201118,71,43.3,30.4,23.9
104201119,72.6,35.9,32,27.1
104201120,73.1,29.9,33.9,28
104201121,71.4,26.7,35.2,28.8
104201122,66.6,27,33.5,28.3
104201123,59,29.7,31.6,26.2
105201100,40,39.9,22.9,14.8
105201101,35.7,40.6,22.3,14.4
105201102,34.3,39,21.8,14.8
105201103,35.5,36,21.4,14.9
105201104,42.4,31.5,22.2,15.2
105201105,53.9,27.6,24.2,16.7
105201106,59.4,28.6,27.4,17.5
105201107,57.3,33.1,27.6,16.4
105201108,55.8,38.6,27.5,14.9
105201109,51.5,45.3,26.7,13.6
105201110,49.9,49.2,26.1,12.6
105201111,48.5,52.3,29.3,12.5
105201112,47.7,54.9,27.5,12.4
105201113,47.9,57.4,26.7,12.9
105201114,48.8,59.3,26.6,12.9
105201115,49.6,59.6,25.2,13.4
105201116,51,58.4,23.8,13
105201117,52.6,57.5,22.3,12.9
105201118,52.7,54.9,23,13.5
105201119,51.6,51.4,23.5,14
105201120,51.3,47.3,24.5,15
105201121,52.2,44.1,25.5,15.1
105201122,50.5,41.8,25.2,15.3
105201123,46.5,41.2,24,14.7
106201100,44.3,35.3,20.9,14.9
106201101,38.6,35.2,19.7,14.6
106201102,37.1,33.6,19.7,15
106201103,39.3,28.9,20.2,15.5
106201104,46.3,24.2,22.3,17.1
106201105,57,21.3,24.8,19.1
106201106,64.5,23.5,27.4,19
106201107,65.8,26.5,28.6,18.5
106201108,64,31,28.6,18.5
106201109,60.9,36.6,27.6,17.5
106201110,59.1,42.4,27.2,17
106201111,58.3,47.7,26.8,15.4
106201112,58.1,53.2,28.1,15.2
106201113,59.1,55.5,27.8,15.3
106201114,61.2,56.2,27.5,15.4
106201115,61.5,57,27.2,15.6
106201116,61.5,56.5,25.9,14.9
106201117,61.4,55.7,23.9,14.5
106201118,59.6,52.9,23.3,14
106201119,57.2,47.2,23.1,14.4
106201120,58.4,40.5,23,14.5
106201121,60.1,35.6,23.2,15.3
106201122,58.6,33.2,23.4,15.8
106201123,53.9,33.4,22.2,15.6
107201100,33,29.5,17.7,10.9
107201101,26.6,32,17,10.4
107201102,25.5,31.7,17,10.3
107201103,26.9,29,17.4,10.6
107201104,34.5,23.9,18.3,11.1
107201105,46.2,20.7,20.5,12.7
107201106,53.1,20.4,22.6,13.4
107201107,52.5,22.4,23.2,13.4
107201108,49.7,26.3,23.2,12.7
107201109,48.1,30.7,22.5,11.3
107201110,47,34.3,21.9,10.5
107201111,46.5,38,21.9,10.5
107201112,46.5,41,22.2,10.8
107201113,46.9,42.1,21.6,10.6
107201114,48.9,42.6,22,10.9
107201115,50.2,42.8,21.3,10.9
107201116,49.4,43.3,20.9,11
107201117,50.5,41.3,19.6,11
107201118,50.5,39,19,11.3
107201119,49.7,36.2,19.6,11.1
107201120,48.6,32.4,19.1,11.4
107201121,48.2,29.8,19.5,11.1
107201122,45.3,28.7,19.4,10.9
107201123,40.6,28.4,18,10.7
108201100,40.5,21.4,19.3,13.3
108201101,35.3,23.2,17.9,12.4
108201102,33.4,23.1,17.2,12.1
108201103,34.1,20.9,16.8,11.7
108201104,41,15.6,18.2,12.8
108201105,52.4,11.9,21.3,14.9
108201106,58.4,13.2,23.6,15.1
108201107,56.4,18.8,24.2,14.5
108201108,53,24,24.5,13.5
108201109,49.7,28.8,23.5,13.2
108201110,48.1,32.4,23.2,12.8
108201111,48.4,35.3,25,12.2
108201112,47.8,38.7,24.3,12.6
108201113,48,41.7,24.3,12.8
108201114,49.4,43.5,23.5,13.1
108201115,49.1,45.1,23.5,12.6
108201116,50.2,44.3,21.3,12.5
108201117,52.2,42.4,21.4,12.5
108201118,53.3,38,20.5,12.6
108201119,54.5,32.6,20.8,13.2
108201120,55.8,26.5,22.2,14.3
108201121,55.1,23.4,22.5,14.6
108201122,52.9,21.5,21.4,14.5
108201123,49,20.1,20.5,14.3
109201100,40.2,24.4,21.5,13.4
109201101,35.6,26.4,20,12.8
109201102,31.4,28.4,19.6,12.6
109201103,31.4,27.3,18.4,12.2
109201104,38.2,23.3,19.2,12.7
109201105,53.2,16.9,21.8,14.3
109201106,64.4,14.6,24.9,15.9
109201107,62.9,17.3,26.7,15.5
109201108,59.5,21.6,28.4,15.6
109201109,55.8,26.2,26.7,14.9
109201110,52.8,29.8,29.4,14
109201111,51.7,32.7,25.6,14
109201112,51.6,35,25.8,13.8
109201113,52.3,36.1,26.1,14.6
109201114,53.7,36.5,26.9,14.5
109201115,55,35.9,28.6,14.6
109201116,57.3,33.6,24.5,14.5
109201117,60.7,29.7,24.3,15.2
109201118,63.6,24.6,25.5,16.3
109201119,60.8,22.4,25.3,16.3
109201120,55.5,22,24.1,15.8
109201121,52.9,22.3,24,15.1
109201122,50.6,21.9,22.7,14.4
109201123,46.3,22.6,22.2,13.7
110201100,48.1,13.1,24.5,16.4
110201101,42.9,14.7,22.5,15
110201102,39.8,15.8,21.2,14.9
110201103,39.9,15.2,20.2,14.4
110201104,45.3,12.9,20.9,14.9
110201105,58.5,9.9,23.7,17.4
110201106,70.8,8,27.2,19.6
110201107,75.5,9,30.3,20.6
110201108,74.5,11.5,31.9,20.4
110201109,69.7,15.3,31.6,18.7
110201110,64.8,19.1,28.9,17.4
110201111,62.2,21.6,27.5,15.9
110201112,61.5,23.3,26.7,15.3
110201113,61.4,23.9,26.1,15.2
110201114,62.5,24.3,25.1,14.7
110201115,67.1,22.2,26.2,15.6
110201116,72.7,17.8,28.5,17.4
110201117,78.4,13.7,28.5,19.9
110201118,80.2,12.2,30.5,21.5
110201119,76.9,11.5,31.2,22.3
110201120,71.7,11.4,31.7,23.2
110201121,67.4,11.2,31.5,22.8
110201122,62.4,11.3,30,20.5
110201123,56.5,12.1,27.5,18.5
111201100,41.9,31.5,21.6,13.1
111201101,34.3,35.2,19.1,11.3
111201102,29,39.9,17,10.3
111201103,27.3,40.6,16.3,9.3
111201104,29.2,38.7,15,9.1
111201105,36.8,34.7,15,9.4
111201106,51.9,28.2,16.7,10.8
111201107,64.8,24.2,18.5,12
111201108,65.8,24.2,21.4,12.7
111201109,63.6,26.6,22.9,13.2
111201110,58.8,29.5,22.6,12.5
111201111,56,31.7,23.5,11.9
111201112,56.6,31.9,23.3,11.9
111201113,56.4,33,22.6,11.9
111201114,58.9,32,23,11.7
111201115,64.6,28.6,24.8,12.6
111201116,70.2,25.4,24.9,13.7
111201117,71.7,23.4,24.3,14.6
111201118,70.8,23.1,25.6,15.5
111201119,67,23.5,26.7,17.6
111201120,59.1,25.9,26.5,19.1
111201121,54,27.2,28.8,16.9
111201122,51,28.6,23.7,14.8
111201123,47.9,29.9,22.6,13.6
112201100,52.1,21,20,14.8
112201101,46.3,23.2,18,13.6
112201102,39.8,26.3,16.7,12.9
112201103,37.8,27.4,15.9,12.2
112201104,39.9,25.8,16.2,12.3
112201105,47.2,22.9,16.5,12.9
112201106,61.2,18.4,18,14.4
112201107,73,15.5,21.5,15.7
112201108,77.5,14.4,24,16.6
112201109,77.4,15.5,24.7,18.1
112201110,74.6,17.7,24.9,17.8
112201111,71.3,20.3,27.2,17.7
112201112,70.7,21.7,28,17.7
112201113,71.8,21.1,28.6,17.3
112201114,75.4,18.6,28.7,17.4
112201115,79,15.7,28.3,17.7
112201116,82.9,13.4,28.8,18.5
112201117,82,12.9,26.7,18.8
112201118,79.5,13.2,26.5,18.7
112201119,75.3,14.3,25.2,18.3
112201120,68.6,16.3,23.8,17.6
112201121,64.4,17.5,22.8,17.5
112201122,60.6,18.8,22,16.5
112201123,55.9,21.4,21.2,15.6
101201200,54.8,15.3,27.4,23.5
101201201,48.6,17.3,25.7,22.6
101201202,43.3,19.7,24.5,20.9
101201203,41.3,20.2,23.9,20.8
101201204,42.5,19.1,23.2,20.4
101201205,49.5,15.8,23.9,21.2
101201206,63,11.8,25.5,22.8
101201207,73.5,10.1,26.9,23.2
101201208,75.6,10.2,28.6,23.3
101201209,73.5,12.2,30.6,24.4
101201210,70.2,14.9,31.4,24.6
101201211,68.2,16.9,33.2,24.6
101201212,67.9,18.2,34.4,24.7
101201213,68.3,18.4,35.4,24.8
101201214,70,17.5,36.5,26.4
101201215,74.7,14.6,35.9,25.7
101201216,79.8,11.5,35.1,26.6
101201217,82.2,10,34.1,26.5
101201218,81.7,9.6,33.7,27
101201219,79,9.5,33.3,27
101201220,73.2,9.6,32.3,26.9
101201221,69.1,10,31,26.1
101201222,65.9,11,29.4,25.7
101201223,60.9,13.3,28.3,24.4
102201200,55,22.6,23.1,18.7
102201201,48.2,24.7,21.9,18.1
102201202,42.4,27.7,21.1,18.1
102201203,40.1,28.5,20.7,19
102201204,40.5,27.5,20.4,18
102201205,47.3,25.2,20.7,17.5
102201206,62.3,20.6,22.9,19.3
102201207,74.8,16.9,25.1,20.7
102201208,77.2,17.1,27.2,20.8
102201209,74.5,19.7,28.4,20.5
102201210,69.3,23,28.4,19.6
102201211,65.4,26.9,28.8,17.6
102201212,63.4,29.5,28.7,16.2
102201213,63.2,30.9,28.2,16.2
102201214,64.2,30.3,28.7,16.2
102201215,66.9,29.2,27.4,16.6
102201216,71.4,26.6,26.2,15.9
102201217,77.8,21.6,24.6,16.4
102201218,81.5,18.1,25.6,18.4
102201219,81,16.6,26.3,19.3
102201220,75,19.2,26.2,19.2
102201221,68.8,21.4,25.9,19.5
102201222,63.8,23.3,24.5,19.3
102201223,59,24.5,23.7,18.9
103201200,51.8,27,20.9,15.3
103201201,44.7,28.5,20.2,14.3
103201202,39.2,31.7,19.6,14.4
103201203,38.1,31.3,18.8,13.9
103201204,41.8,28.6,19.1,14
103201205,53.5,22.4,21.4,15.8
103201206,72,16.3,25.1,18
103201207,82.1,16.2,28.7,19.3
103201208,78.7,18.9,32.3,19
103201209,70.7,22.7,34.4,18.4
103201210,61.9,27.2,33.1,16.9
103201211,58.6,29.5,31.6,15.9
103201212,57.6,30.5,29.7,15
103201213,56.9,31.5,27.9,14.4
103201214,57.2,31.3,26.9,14.2
103201215,58.9,31.1,26.7,14.6
103201216,61.9,30.2,26,15.1
103201217,67,28,25.4,15.4
103201218,72.5,24.6,25.9,16.3
103201219,70.6,24.6,26.3,16.4
103201220,63.6,26.5,24.9,16.1
103201221,61,25.9,24.3,16
103201222,59.5,24.9,23.1,15.9
103201223,56.2,24.6,22.2,16
104201200,52.3,33.1,24.9,17.2
104201201,48.8,33.8,24.1,16.8
104201202,46.2,34.4,23.6,17.1
104201203,48,31.8,24.5,17.9
104201204,55.8,26.4,26.4,18.9
104201205,71.3,19.9,30.9,21.8
104201206,78.8,19.8,35,23.8
104201207,74.5,24.3,37,24.3
104201208,67.9,31.3,36.2,22.8
104201209,61.8,37.5,34.1,20.3
104201210,57.1,42,33.4,18.7
104201211,54.3,46.8,31.1,17.1
104201212,53.9,49.3,30.2,17.3
104201213,54.5,50.1,30,16.9
104201214,55.6,51.1,30.3,16.7
104201215,57.3,51.5,29.7,16.9
104201216,59.1,51.5,29.2,16.3
104201217,62,48.4,28.6,16.5
104201218,65.3,42.5,29.4,17.7
104201219,66.7,35.9,30,18.5
104201220,66.6,33.1,30.3,20
104201221,65.1,32.3,29.9,20.7
104201222,61.9,32.7,28.6,19.3
104201223,58.9,32.7,26.9,18.1
105201200,46.6,29.9,22.1,16.1
105201201,42.5,29.8,21.6,16.4
105201202,39.3,30.3,21.3,16.7
105201203,39.8,27.7,21.7,17.3
105201204,46.3,24.1,22.6,17.9
105201205,57.7,21.8,25.3,19.1
105201206,63.2,24.1,27.7,19.2
105201207,60.3,29.6,28.5,17.7
105201208,57.9,33.8,29.1,17.3
105201209,54.6,37.2,27.5,15.4
105201210,52,40,25.6,14.6
105201211,51.6,41.4,25.6,14.4
105201212,51.7,43.2,25.2,14.7
105201213,52.1,44.7,24.7,14.1
105201214,53.9,44.9,24.3,14.3
105201215,54.5,45.8,25.1,15.1
105201216,55.2,46.5,24.9,15.5
105201217,57.7,45.1,24.3,15.2
105201218,57.7,42.3,24.2,15
105201219,57,37.5,23.7,15.7
105201220,58,33.1,23.9,17
105201221,58.1,30.9,23.6,17
105201222,56.5,29.7,23.3,16.3
105201223,53.2,28.7,22.9,16.8
106201200,46.4,26.6,24.3,17.2
106201201,41.3,27.6,23.8,16.9
106201202,38.4,28.1,23.1,16.8
106201203,38.9,25.1,23.3,17.3
106201204,45.3,20.8,24.4,18
106201205,55.9,18.4,27.7,20.1
106201206,63.9,18.6,30.4,21
106201207,63.1,21.4,31.4,20.5
106201208,61.6,25.1,30.7,19.2
106201209,58.1,29.8,29.2,17.5
106201210,56.7,33.7,28.5,16.4
106201211,56.4,38.1,28.3,16.2
106201212,56.1,42.6,27.1,16.5
106201213,55.4,47.4,27.6,16
106201214,56.5,49,27.5,16.1
106201215,56.4,49.8,26.7,16.6
106201216,56.8,49.1,25.9,16.5
106201217,57,47.9,25.4,16.3
106201218,56.2,46,25.3,16.4
106201219,54.4,43.6,25.2,16.7
106201220,55.2,37.8,25,17
106201221,56.2,33,25.3,17.6
106201222,54.8,29.8,25.4,17.8
106201223,51.6,27.1,24.9,17.9
107201200,34.8,27.1,17.4,11.6
107201201,29.7,27.5,16.5,11.6
107201202,28.2,27.5,16.1,11.1
107201203,29.5,25.5,16.1,11.1
107201204,36.5,20.9,17,11.9
